ii_id,ii_name,ii_name_option,ii_name_time,ii_meshfilename,ii_desc
1139250,Succubus' Horns,Run speed +1.0%,Unlimited,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139201,Succubus' Horns,HP +40,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139211,Succubus' Horns,HP +40,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139221,Succubus' Horns,HP +40,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139231,Succubus' Horns,HP +40,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139241,Succubus' Horns,HP +40,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139251,Succubus' Horns,HP +40,Unlimited,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139202,Succubus' Horns,No option,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139212,Succubus' Horns,No option,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139222,Succubus' Horns,No option,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139232,Succubus' Horns,No option,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139242,Succubus' Horns,No option,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139252,Succubus' Horns,No option,Unlimited,Gothloli/HAIR/AVA_03_HAIR_49_01_L0.nif,"""Discovered by Zooc Company. Pandora's evil horns in her devil form."""
1139300,Officer Cap,Run speed +1.0%,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139310,Officer Cap,Run speed +1.0%,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139320,Officer Cap,Run speed +1.0%,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139330,Officer Cap,Run speed +1.0%,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139340,Officer Cap,Run speed +1.0%,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139350,Officer Cap,Run speed +1.0%,Unlimited,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139301,Officer Cap,HP +40,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139311,Officer Cap,HP +40,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139321,Officer Cap,HP +40,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139331,Officer Cap,HP +40,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139341,Officer Cap,HP +40,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139351,Officer Cap,HP +40,Unlimited,Gothloli/HAIR/AVA_03_HAIR_50_01_L0.nif,"""This first class Officer Cap made by the Zooc Company increases battle capabilities greatly."""
1139400,Goddess Persephone,Run speed +1.0%,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139410,Goddess Persephone,Run speed +1.0%,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139420,Goddess Persephone,Run speed +1.0%,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139430,Goddess Persephone,Run speed +1.0%,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139440,Goddess Persephone,Run speed +1.0%,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139450,Goddess Persephone,Run speed +1.0%,Unlimited,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139401,Goddess Persephone,HP +40,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139411,Goddess Persephone,HP +40,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139421,Goddess Persephone,HP +40,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139431,Goddess Persephone,HP +40,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139441,Goddess Persephone,HP +40,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139451,Goddess Persephone,HP +40,Unlimited,Gothloli/HAIR/AVA_03_HAIR_51_01_L0.nif,"""Veils specially prepared by the god of netherworld Hades, for his bride. Provide special battle capabilities."""
1139700,Polyphemus Helmet,Run speed +1.0%,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139710,Polyphemus Helmet,Run speed +1.0%,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139720,Polyphemus Helmet,Run speed +1.0%,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139730,Polyphemus Helmet,Run speed +1.0%,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139740,Polyphemus Helmet,Run speed +1.0%,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139750,Polyphemus Helmet,Run speed +1.0%,Unlimited,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139701,Polyphemus Helmet,HP +40,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139711,Polyphemus Helmet,HP +40,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139721,Polyphemus Helmet,HP +40,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139731,Polyphemus Helmet,HP +40,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139741,Polyphemus Helmet,HP +40,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139751,Polyphemus Helmet,HP +40,Unlimited,Gothloli/HAIR/AVA_03_HAIR_55_01_L0.nif,"""A true Champion of the MicroVolts. The Defeater of Giants."""
1139500,Hot Nurse Cap,Run speed +1.0%,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139510,Hot Nurse Cap,Run speed +1.0%,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139520,Hot Nurse Cap,Run speed +1.0%,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139530,Hot Nurse Cap,Run speed +1.0%,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139540,Hot Nurse Cap,Run speed +1.0%,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139550,Hot Nurse Cap,Run speed +1.0%,Unlimited,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139501,Hot Nurse Cap,HP +40,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139511,Hot Nurse Cap,HP +40,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139521,Hot Nurse Cap,HP +40,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139531,Hot Nurse Cap,HP +40,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139541,Hot Nurse Cap,HP +40,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139551,Hot Nurse Cap,HP +40,Unlimited,Gothloli/HAIR/AVA_03_HAIR_53_01_L0.nif,"""A hot Nurse uniform that you most likely will not find in a hospital."""
1139600,Mature School Girl Hair,Explosion Armor +10.0%,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139610,Mature School Girl Hair,Explosion Armor +10.0%,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139620,Mature School Girl Hair,Explosion Armor +10.0%,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139630,Mature School Girl Hair,Explosion Armor +10.0%,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139640,Mature School Girl Hair,Explosion Armor +10.0%,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139650,Mature School Girl Hair,Explosion Armor +10.0%,Unlimited,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139601,Mature School Girl Hair,HP +40,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139611,Mature School Girl Hair,HP +40,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139621,Mature School Girl Hair,HP +40,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139631,Mature School Girl Hair,HP +40,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139641,Mature School Girl Hair,HP +40,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139651,Mature School Girl Hair,HP +40,Unlimited,Gothloli/HAIR/AVA_03_HAIR_54_01_L0.nif,"""A mature School Girl uniform for the every day battle of life."""
1139800,Christmas Party Hair,Explosion Armor +10.0%,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139810,Christmas Party Hair,Explosion Armor +10.0%,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139820,Christmas Party Hair,Explosion Armor +10.0%,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139830,Christmas Party Hair,Explosion Armor +10.0%,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139840,Christmas Party Hair,Explosion Armor +10.0%,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139850,Christmas Party Hair,Explosion Armor +10.0%,Unlimited,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139801,Christmas Party Hair,HP +40,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139811,Christmas Party Hair,HP +40,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139821,Christmas Party Hair,HP +40,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139831,Christmas Party Hair,HP +40,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139841,Christmas Party Hair,HP +40,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139851,Christmas Party Hair,HP +40,Unlimited,Gothloli/HAIR/AVA_03_HAIR_47_03_L0.nif,"""Manufactured by Zooc Company. Pretty naughty for Christmas Eve."""
1139900,White Tiger Maozi,Explosion Armor +10.0%,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139910,White Tiger Maozi,Explosion Armor +10.0%,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139920,White Tiger Maozi,Explosion Armor +10.0%,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139930,White Tiger Maozi,Explosion Armor +10.0%,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139940,White Tiger Maozi,Explosion Armor +10.0%,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139950,White Tiger Maozi,Explosion Armor +10.0%,Unlimited,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139901,White Tiger Maozi,HP +40,Duration: 7 days,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139911,White Tiger Maozi,HP +40,Duration: 30 days,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139921,White Tiger Maozi,HP +40,Duration: 90 days,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139931,White Tiger Maozi,HP +40,Duration: 1 day,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139941,White Tiger Maozi,HP +40,Duration: 365 days,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1139951,White Tiger Maozi,HP +40,Unlimited,Gothloli/HAIR/AVA_03_HAIR_37_03_L0.nif,"""Be one with yourself and you shall become the white beast."""
1140000,Reception Updo,Explosion Armor +10.0%,Duration: 7 days,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140010,Reception Updo,Explosion Armor +10.0%,Duration: 30 days,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140020,Reception Updo,Explosion Armor +10.0%,Duration: 90 days,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140030,Reception Updo,Explosion Armor +10.0%,Duration: 1 day,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140040,Reception Updo,Explosion Armor +10.0%,Duration: 365 days,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140050,Reception Updo,Explosion Armor +10.0%,Unlimited,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140001,Reception Updo,HP +40,Duration: 7 days,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140011,Reception Updo,HP +40,Duration: 30 days,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140021,Reception Updo,HP +40,Duration: 90 days,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140031,Reception Updo,HP +40,Duration: 1 day,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140041,Reception Updo,HP +40,Duration: 365 days,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140051,Reception Updo,HP +40,Unlimited,Girl/HAIR/AVA_01_HAIR_76_01_L0.nif,"""A bridal updo that will last until your honeymoon."""
1140002,Delightful Horus Hair,Run speed +1.0%,Duration: 7 days,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140012,Delightful Horus Hair,Run speed +1.0%,Duration: 30 days,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140022,Delightful Horus Hair,Run speed +1.0%,Duration: 90 days,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140032,Delightful Horus Hair,Run speed +1.0%,Duration: 1 day,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140042,Delightful Horus Hair,Run speed +1.0%,Duration: 365 days,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140052,Delightful Horus Hair,Run speed +1.0%,Unlimited,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140003,Delightful Horus Hair,HP +40,Duration: 7 days,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140013,Delightful Horus Hair,HP +40,Duration: 30 days,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140023,Delightful Horus Hair,HP +40,Duration: 90 days,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140033,Delightful Horus Hair,HP +40,Duration: 1 day,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140043,Delightful Horus Hair,HP +40,Duration: 365 days,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140053,Delightful Horus Hair,HP +40,Unlimited,Girl/HAIR/AVA_01_HAIR_75_01_L0.nif,
1140100,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140110,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140120,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140130,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140140,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140150,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140101,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140111,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140121,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140131,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140141,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140151,Bottle Cap,No option,Unlimited,Monster/HAIR/AVA_04_HAIR_01_01_L0.nif,"""Straight from the trash."""
1140200,Cowboy Steel Cap,Run speed +1.0%,Duration: 7 days,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140210,Cowboy Steel Cap,Run speed +1.0%,Duration: 30 days,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140220,Cowboy Steel Cap,Run speed +1.0%,Duration: 90 days,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140230,Cowboy Steel Cap,Run speed +1.0%,Duration: 1 day,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140240,Cowboy Steel Cap,Run speed +1.0%,Duration: 365 days,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140250,Cowboy Steel Cap,Run speed +1.0%,Unlimited,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140201,Cowboy Steel Cap,HP +40,Duration: 7 days,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140211,Cowboy Steel Cap,HP +40,Duration: 30 days,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140221,Cowboy Steel Cap,HP +40,Duration: 90 days,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140231,Cowboy Steel Cap,HP +40,Duration: 1 day,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140241,Cowboy Steel Cap,HP +40,Duration: 365 days,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140251,Cowboy Steel Cap,HP +40,Unlimited,Monster/HAIR/AVA_04_HAIR_02_01_L0.nif,"""Yeehaw!"""
1140300,White Antennas,Run speed +1.0%,Duration: 7 days,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140310,White Antennas,Run speed +1.0%,Duration: 30 days,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140320,White Antennas,Run speed +1.0%,Duration: 90 days,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140330,White Antennas,Run speed +1.0%,Duration: 1 day,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140340,White Antennas,Run speed +1.0%,Duration: 365 days,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140350,White Antennas,Run speed +1.0%,Unlimited,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140301,White Antennas,HP +40,Duration: 7 days,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140311,White Antennas,HP +40,Duration: 30 days,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140321,White Antennas,HP +40,Duration: 90 days,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140331,White Antennas,HP +40,Duration: 1 day,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140341,White Antennas,HP +40,Duration: 365 days,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140351,White Antennas,HP +40,Unlimited,Monster/HAIR/AVA_04_HAIR_03_01_L0.nif,"""Blast some tunes while blasting some enemies!"""
1140400,Iron Pot,Run speed +1.0%,Duration: 7 days,Monster/HAIR/AVA_04_HAIR_04_01_L0.nif,"""You can probably boil a cup of Ramen noodles in this!"""
1140410,Iron Pot,Run speed +1.0%,Duration: 30 days,Monster/HAIR/AVA_04_HAIR_04_01_L0.nif,"""You can probably boil a cup of Ramen noodles in this!"""
1140420,Iron Pot,Run speed +1.0%,Duration: 90 days,Monster/HAIR/AVA_04_HAIR_04_01_L0.nif,"""You can probably boil a cup of Ramen noodles in this!"""
1140430,Iron Pot,Run speed +1.0%,Duration: 1 day,Monster/HAIR/AVA_04_HAIR_04_01_L0.nif,"""You can probably boil a cup of Ramen noodles in this!"""
1140440,Iron Pot,Run speed +1.0%,Duration: 365 days,Monster/HAIR/AVA_04_HAIR_04_01_L0.nif,"""You can probably boil a cup of Ramen noodles in this!"""
1140450,Iron Pot,Run speed +1.0%,Unlimited,Monster/HAIR/AVA_04_HAIR_04_01_L0.nif,"""You can probably boil a cup of Ramen noodles in this!"""
1140401,Iron Pot,HP +40,Duration: 7 days,Monster/HAIR/AVA_04_HAIR_04_01_L0.nif,"""You can probably boil a cup of Ramen noodles in this!"""
1140411,Iron Pot,HP +40,Duration: 30 days,Monster/HAIR/AVA_04_HAIR_04_01_L0.nif,"""You can probably boil a cup of Ramen noodles in this!"""
1140421,Iron Pot,HP +40,Duration: 90 days,Monster/HAIR/AVA_04_HAIR_04_01_L0.nif,"""You can probably boil a cup of Ramen noodles in this!"""
